"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000096696",3972.15377963522,16.4291134848981,1.18141218130887,13.9063349310455,5.79750033019022e-44,6.62129751996582e-41
"ENSG00000175793",520.336754979789,6.45634195970429,0.467865084594524,13.7995806318817,2.5633949633452e-43,2.79456658185778e-40
"ENSG00000116016",1088.2958537585,5.18479489777867,0.378407837122879,13.7016054878774,9.93039852178045e-43,9.92377825609926e-40
"ENSG00000120833",1843.32436414194,-6.19955121880329,0.452415264460942,-13.703231755874,9.71041822139559e-43,9.92377825609926e-40
"ENSG00000164171",2034.06068271393,4.53849380710122,0.333430561189936,13.611511167136,3.42096307270892e-42,3.28193513343403e-39
"ENSG00000132639",1176.02702197006,-5.63255922437037,0.415102281565257,-13.5690876068695,6.10775748894161e-42,5.63417136979906e-39
"ENSG00000146648",2992.52130661287,16.020553644914,1.18291285326026,13.5433084531623,8.67901889955595e-42,7.7095403439611e-39
"ENSG00000267308",2985.40965321574,16.0171218113822,1.18294361034793,13.5400552243324,9.07206914497671e-42,7.77087522761148e-39
"ENSG00000062716",5327.36750455734,4.50783757786221,0.33380340996904,13.5044683284701,1.47172369705668e-41,1.21716624655888e-38
"ENSG00000167766",2899.82732839152,15.9751612483798,1.18323382525559,13.5012716061671,1.53700149608741e-41,1.22878146273868e-38
"ENSG00000039068",2753.18533462196,15.9002958576866,1.18353432454084,13.4345878509735,3.79173511480253e-41,2.93357983849754e-38
"ENSG00000171345",2632.01350483585,15.8353581923377,1.18378180462954,13.3769231208055,8.24921386909019e-41,6.1827857948831e-38
"ENSG00000135046",5650.26618547124,6.24108611778294,0.467049476178612,13.3627943849704,9.97480450515961e-41,7.24956700762873e-38
"ENSG00000115339",635.773861667686,7.08071739088262,0.535166529251937,13.2308674101502,5.82116563748034e-40,4.10631872498025e-37
"ENSG00000134243",2730.12107293286,-5.62679445161192,0.425397214789934,-13.2271539539592,6.1159704728856e-40,4.19101245204823e-37
"ENSG00000062038",2149.56408904264,15.5432347154537,1.18539159384659,13.1123206846912,2.79900536193251e-39,1.86475957223859e-36
"ENSG00000238741",410.421300228791,5.1804659817508,0.398365369813028,13.0043080405866,1.1564088820559e-38,7.49602989925099e-36
"ENSG00000146072",775.749530936772,5.28291211172256,0.406933319748841,12.982254967431,1.54270740989566e-38,9.7369196102467e-36
"ENSG00000103067",562.826951756895,6.25607068704321,0.482936454078599,12.9542316265589,2.2235130244044e-38,1.36740349685423e-35
"ENSG00000106991",848.951055311414,6.49465182465552,0.50324862896497,12.9054535886428,4.19338978156447e-38,2.51435651302606e-35
"ENSG00000144824",1802.26300261839,15.2889998793823,1.18704175665344,12.8799174870526,5.83979604847342e-38,3.41613825430699e-35
"ENSG00000119888",2105.48740437887,7.34042546848072,0.571451389085396,12.845231648188,9.14776929371843e-38,5.22381187477483e-35
"ENSG00000118515",904.103751164086,-5.7586649790075,0.451549239097361,-12.753127412016,2.99485094988797e-37,1.6704303530724e-34
"ENSG00000149418",1423.1122012235,14.9482458339154,1.18972241361527,12.5644819857528,3.31036052115753e-36,1.80444742589641e-33
"ENSG00000167552",7843.33088012808,-5.60449411883116,0.447443264063145,-12.525597252125,5.40826881301723e-36,2.88248709358678e-33
"ENSG00000112297",2120.29128128281,7.84877112010886,0.627339204948918,12.5112077456532,6.48309437544845e-36,3.38022903262512e-33
"ENSG00000138109",1364.54996698809,14.8876162404447,1.19024739584761,12.5080015233663,6.7501155406145e-36,3.44456959842762e-33
"ENSG00000169908",1942.30590166534,6.40946603624571,0.513297681934287,12.4868400186273,8.80831446686591e-36,4.40122112861066e-33
"ENSG00000108582",5891.50474678054,3.80914725047886,0.305552616367658,12.4664200089698,1.13825932991471e-35,5.57143097319884e-33
"ENSG00000273782",1287.59154034622,14.8038747157304,1.19125732446163,12.4271006874361,1.86268285209501e-35,8.93491710492933e-33
"ENSG00000184292",1241.18811027558,14.7509173077699,1.19155501042012,12.3795520800748,3.37219540765143e-35,1.58585754229631e-32
"ENSG00000228437",1211.16237102637,14.7155817451496,1.1920056848913,12.3452278220397,5.16877211873348e-35,2.38399674030199e-32
"ENSG00000163840",1138.31826834554,14.6260932037104,1.19297570192519,12.2601769508861,1.48175969162749e-34,6.70538197056484e-32
"ENSG00000166025",6418.66279705673,-7.29715346138437,0.595549178325236,-12.2528142544079,1.62265580606132e-34,7.20699571343977e-32
"ENSG00000128578",1112.43045648175,4.23537458744988,0.346194891717928,12.2340759172749,2.04417994503463e-34,8.91411123667466e-32
"ENSG00000162105",304.568232512285,6.14970346401705,0.502790145636531,12.2311535287382,2.11907774325771e-34,9.07570724898089e-32
"ENSG00000196083",527.682745214909,6.28557696503204,0.515312414943193,12.1976043711754,3.20103482958479e-34,1.34690560268003e-31
"ENSG00000156414",1091.96915854365,14.566138819847,1.1943900595453,12.1954621971589,3.28634035200084e-34,1.3589583965929e-31
"ENSG00000112414",1076.87370728518,14.5460371848428,1.19394072797829,12.1832155013874,3.81921662825325e-34,1.55254392562756e-31
"ENSG00000275216",1066.66016175634,14.5322794036502,1.19504154952742,12.160480453083,5.04610327893231e-34,2.01709568403187e-31
"ENSG00000137693",1021.28368127242,14.4695779944573,1.19468842970423,12.1115913025454,9.16977089786503e-34,3.60537352810483e-31
"ENSG00000136205",1024.65546290803,14.4743212326671,1.19524682948571,12.1099013823739,9.36066368549094e-34,3.62106706181959e-31
"ENSG00000104413",1476.29649935376,7.8401757728288,0.649197573228257,12.0767176220978,1.4020567425405e-33,5.33760776398274e-31
"ENSG00000135926",795.356269007615,5.65814520255881,0.475666186853359,11.8952016328693,1.25349914981821e-32,4.69748806394374e-30
"ENSG00000197077",1392.85809035612,3.88373661622956,0.328988474678211,11.8050841143548,3.67423365695173e-32,1.35573569274354e-29
"ENSG00000118898",988.959226920178,7.15509010665234,0.608295733168327,11.7625189796825,6.08901064001557e-32,2.21270956348687e-29
"ENSG00000009694",1514.07808870275,-6.27356648940726,0.534722871367496,-11.732369841154,8.69885554394486e-32,3.11393061740259e-29
"ENSG00000156804",2031.3386053689,5.08292058779591,0.433782041172535,11.7176833186928,1.03462726314954e-31,3.64919121755568e-29
"ENSG00000135047",766.714173119412,14.0559674883165,1.20104949812862,11.7030709477148,1.22922986840555e-31,4.27273176287518e-29
"ENSG00000242779",755.879368179641,14.0354449951432,1.20237383760534,11.673112434895,1.74904975004332e-31,5.99274417214844e-29
"ENSG00000106025",2244.17090291567,-6.76821635790876,0.580711076395953,-11.655049529818,2.16254647244159e-31,7.10500199932041e-29
"ENSG00000149573",748.602551514777,14.0214407289661,1.20291592568053,11.6562100722323,2.13328158071021e-31,7.10500199932041e-29
"ENSG00000163694",744.030174259869,14.0126104980163,1.20210356519412,11.6567414852925,2.12001273767962e-31,7.10500199932041e-29
"ENSG00000110092",1499.10331782515,4.80367432799355,0.412352392347918,11.6494396956002,2.30972438715901e-31,7.48600401373265e-29
"ENSG00000124145",1924.5009128291,7.38167211343086,0.635548131865187,11.6146547260982,3.47188058823894e-31,1.11026112037764e-28
"ENSG00000166897",718.00783420245,13.9612607384442,1.20231293247578,11.6120024673571,3.58128999285125e-31,1.13017972616506e-28
"ENSG00000112378",606.438739464105,6.08177830118414,0.527654736022622,11.5260565024539,9.7508688476676e-31,3.03720569405792e-28
"ENSG00000182022",658.795059730523,13.8371012466898,1.20459391494317,11.4869426742395,1.53446889165934e-30,4.71829511507148e-28
"ENSG00000254726",1871.32596436069,-4.85757265923173,0.425913934768112,-11.4050568969443,3.94519258241992e-30,1.19774049236404e-27
"ENSG00000115648",609.632706440635,13.7252236010627,1.20729559206146,11.3685692976207,5.99623634568457e-30,1.79767165643623e-27
"ENSG00000188171",611.193072961529,13.7289232614817,1.20823995587142,11.3627456158574,6.40979134658212e-30,1.89793130440032e-27
"ENSG00000128340",601.287016986479,13.7053049198548,1.20761168195159,11.3490993211543,7.49305596627326e-30,2.19162749140363e-27
"ENSG00000253438",3029.29838608331,-3.57984860279366,0.315886423233936,-11.3327080225367,9.03668620419472e-30,2.61127568580007e-27
"ENSG00000164251",581.066930628847,13.6559824339718,1.20847741795788,11.3001552458035,1.30986233818225e-29,3.73996884749561e-27
"ENSG00000134755",580.548194992599,13.6546992029269,1.20875854322654,11.2964655178183,1.3660609571783e-29,3.83653754442323e-27
"ENSG00000167555",604.802193530936,5.6359722084459,0.49894187133383,11.2958493408845,1.37567640435456e-29,3.83653754442323e-27
"ENSG00000083307",572.455593053208,13.6344159078738,1.20906329524288,11.2768421318546,1.70766356935213e-29,4.70765552268293e-27
"ENSG00000068650",760.566372123844,4.66506649263158,0.415465458769642,11.2285303005614,2.95350341867669e-29,7.99014351609054e-27
"ENSG00000134250",1785.53660503767,5.84317453714754,0.520402301954503,11.2281873373773,2.96498821269204e-29,7.99014351609054e-27
"ENSG00000189190",557.100692206343,13.5952357902639,1.21116729270515,11.224903340891,3.07722754928785e-29,8.20046950467997e-27
"ENSG00000058085",562.20747615272,5.0395154146858,0.448998166618338,11.2239108962098,3.111969221241e-29,8.20191975848836e-27
"ENSG00000152939",274.314888286889,6.20376392411926,0.554948205217971,11.1789962843155,5.1671065363079e-29,1.34704220833488e-26
"ENSG00000113083",1161.64827118331,-4.2085049312884,0.376644757779169,-11.1736718601986,5.48649420190745e-29,1.41492555847901e-26
"ENSG00000166949",1184.48354783684,3.75077670832228,0.336106804759299,11.1594786395603,6.43679386874091e-29,1.64234110795619e-26
"ENSG00000185565",1194.43646967395,-5.55979452125032,0.500147366713286,-11.1163126935696,1.04502287200848e-28,2.63829774339487e-26
"ENSG00000124570",512.646680383783,13.4752552257179,1.21322849031116,11.1069393220908,1.16069921261793e-28,2.89981353285713e-26
"ENSG00000107249",319.608961018635,5.02536643417297,0.452509329109748,11.1055532138082,1.17885061796275e-28,2.91479930115657e-26
"ENSG00000255248",512.799364815072,13.4756948446782,1.21404279707808,11.0998515679275,1.25652391711994e-28,3.0751499620617e-26
"ENSG00000170425",211.93089021158,5.56698474712611,0.502680339702379,11.0746021028436,1.66618632654655e-28,4.03654675312046e-26
"ENSG00000269001",497.153776403556,13.4309657859906,1.21362608237296,11.0668071336515,1.81761688620591e-28,4.35937233987625e-26
"ENSG00000178038",495.697972578288,13.4267503851754,1.21432333737247,11.0569812602201,2.02808767519722e-28,4.81600542593367e-26
"ENSG00000065361",1106.30939268552,6.34956431655432,0.575468356614215,11.0337332080467,2.62727705469044e-28,6.17770714506819e-26
"ENSG00000291131",474.708183760852,13.3643227521825,1.21557949992249,10.9941988599138,4.07516214516015e-28,9.48919309607e-26
"ENSG00000071242",451.08499602108,13.290674126297,1.21739142002548,10.9173384235112,9.52460963660926e-28,2.19652151465804e-25
"ENSG00000204175",443.904341057274,13.2675059922047,1.21807170132309,10.8922208584218,1.25540911365392e-27,2.86759354113101e-25
"ENSG00000231721",595.914113671345,5.95045367261345,0.546954919717616,10.8792396925245,1.44765375291502e-27,3.27552147263338e-25
"ENSG00000197928",436.449636977416,13.2431383694755,1.22218467938796,10.8356278660827,2.33359036918818e-27,5.23073190790741e-25
"ENSG00000154310",4862.06450213733,-8.30213847981757,0.768543543168364,-10.802430849385,3.35209520525099e-27,7.44413438914257e-25
"ENSG00000266302",422.270292306677,13.195474752641,1.2218193010339,10.7998578361588,3.44736913191439e-27,7.58547717980135e-25
"ENSG00000154319",1414.89327123716,-4.49645644602055,0.416860277855973,-10.7864833491621,3.98757483965279e-27,8.6943631776575e-25
"ENSG00000183287",417.833879264191,13.1802492529449,1.22341767428693,10.773302961008,4.60189835417238e-27,9.94341712851085e-25
"ENSG00000100767",219.647752500267,5.39836204815806,0.502079584083811,10.7520047006272,5.79874104303102e-27,1.24175897478621e-24
"ENSG00000132334",411.860100223038,13.1594800199487,1.22466160806855,10.7454009607624,6.22906750240405e-27,1.32210579626247e-24
"ENSG00000047644",534.133813993942,5.49005334534896,0.5134793301409,10.6918682468533,1.11109957688625e-26,2.3375975659684e-24
"ENSG00000153292",369.740398763595,13.0037762700084,1.22624008878544,10.6045923542496,2.83698446066142e-26,5.91671611343508e-24
"ENSG00000184363",368.826331096801,13.0002405465297,1.22720061199429,10.5934110686299,3.19724366937612e-26,6.61057691088938e-24
"ENSG00000021355",373.626674653037,13.0189292439505,1.22937391817175,10.5898856739303,3.31997079889784e-26,6.80565637955262e-24
"ENSG00000136155",347.784260931552,12.9154485505265,1.22944021155501,10.5051456989445,8.17963900776374e-26,1.6625462878153e-23
"ENSG00000099250",346.635946660071,12.9106578583393,1.23020642854755,10.4947084966727,9.13592681725699e-26,1.84131150239573e-23
"ENSG00000288618",342.281095790984,12.8924728958802,1.23063430426742,10.4762827195483,1.11022157876536e-25,2.21896286209237e-23
"ENSG00000187720",338.327857255801,12.8757257587927,1.23180837928799,10.4527018774098,1.42409308368528e-25,2.82276434042213e-23
"ENSG00000072832",1022.63353307686,-5.1925372244325,0.497529999544561,-10.4366314175743,1.68690823552965e-25,3.31629566565107e-23
"ENSG00000169715",326.823752939702,12.8257581902891,1.23303473721032,10.401781720527,2.43339985586349e-25,4.73135378751768e-23
"ENSG00000270069",333.113340758943,12.8533546812263,1.23574700566944,10.4012832903959,2.44616356592809e-25,4.73135378751768e-23
"ENSG00000237268",323.707179510063,12.8119416948791,1.23339954908472,10.387503144773,2.82655713324269e-25,5.42337170269542e-23
"ENSG00000163435",326.129332349938,12.8226556544483,1.23495070354331,10.3831315838419,2.95906378092471e-25,5.632554422357e-23
"ENSG00000196730",318.752030831329,12.7897200536729,1.23436567280961,10.3613704880187,3.71599020078843e-25,7.01766212407163e-23
"ENSG00000213793",319.387889769921,12.7926135327649,1.23493578581205,10.3589301401229,3.81201876600157e-25,7.14277016279544e-23
"ENSG00000290976",319.475732246679,12.7930349359474,1.23657823405558,10.345511981066,4.38565807026547e-25,8.15392427575559e-23
"ENSG00000156463",318.264696711876,12.7874339643547,1.23662076982897,10.3406268731223,4.61508627450462e-25,8.51447916982453e-23
"ENSG00000159166",309.603116709365,12.7477043962043,1.23602373293735,10.313478662671,6.12435395314296e-25,1.12127103215405e-22
"ENSG00000214652",309.398150930263,12.7466867123203,1.23713440027847,10.3033968738167,6.80162247911999e-25,1.23583419347889e-22
"ENSG00000166446",307.864944543746,12.7395966535358,1.23681456819026,10.3003287486957,7.02209105684757e-25,1.26629948802581e-22
"ENSG00000135842",4109.22550579051,-7.42669334295504,0.721914267974338,-10.2875004310332,8.02320825005151e-25,1.43603452738235e-22
"ENSG00000026508",6280.43849224259,3.71672842611602,0.361539161729015,10.2802927581655,8.64645610005732e-25,1.53612298595389e-22
"ENSG00000183668",304.555965941723,12.7239109283295,1.23931023988233,10.2669295539248,9.93153529510977e-25,1.75145545969053e-22
"ENSG00000114541",298.799713286389,12.6964121088502,1.23863511180161,10.2503247226563,1.17946622620478e-24,2.0648407276858e-22
"ENSG00000164695",297.042700210693,12.6879823322399,1.23954773567588,10.2359771770481,1.36807035618439e-24,2.37766662483525e-22
"ENSG00000111319",295.099562265972,12.6784625071925,1.23874977560823,10.2348858153918,1.38358296576352e-24,2.38732761517066e-22
"ENSG00000113594",860.49751307408,5.7830710485335,0.566253888278542,10.2128588752203,1.73670943624472e-24,2.97523136563524e-22
"ENSG00000147459",773.32588367688,6.02557987898288,0.59035972291815,10.2066242751088,1.85196143256372e-24,3.15017326231264e-22
"ENSG00000107984",287.818504218689,12.6423966325641,1.24078978210391,10.1889915720674,2.22055583350661e-24,3.75055007822694e-22
"ENSG00000198286",288.473204067358,12.6456307086881,1.24328662727509,10.1711306397653,2.66793587015752e-24,4.47466950418587e-22
"ENSG00000118640",281.543515927107,12.6106487556759,1.2420251706255,10.1532956448259,3.20358562589676e-24,5.33574983691028e-22
"ENSG00000233836",280.177675269806,12.6035784243231,1.24252969783678,10.1434826437273,3.54240498246693e-24,5.8593821447922e-22
"ENSG00000006756",277.991889725828,12.5922891165008,1.24276277616856,10.1324962076213,3.96398488520906e-24,6.51179544430507e-22
"ENSG00000169247",278.903836701413,12.5970856701268,1.24375560901117,10.1282644105155,4.13931154383959e-24,6.75355429030264e-22
"ENSG00000198794",739.499721285021,-3.82628814587631,0.378007196936679,-10.1222626893986,4.4012130614114e-24,7.13234419357372e-22
"ENSG00000205517",274.651509607011,12.5748542611435,1.24345022053897,10.1128730796259,4.84424284698143e-24,7.79760539879212e-22
"ENSG00000278637",675.743768450147,-4.41046207895362,0.436185908565914,-10.1114272431548,4.9162782194233e-24,7.86080112097657e-22
"ENSG00000168685",270.993200018897,12.5555023542474,1.24446411363555,10.0890834992165,6.17432840176347e-24,9.80695976078775e-22
"ENSG00000077713",269.80932461847,12.5491700461987,1.24523902261502,10.0777198740892,6.93159486251876e-24,1.09373270514901e-21
"ENSG00000160588",168.584689120769,5.06767233228447,0.502973686528351,10.0754223690364,7.09552723529822e-24,1.11228186412675e-21
"ENSG00000260798",268.22383688414,12.5407167374382,1.24500679460328,10.0728098768604,7.28660418957873e-24,1.13481762910946e-21
"ENSG00000090530",267.633978990002,12.537588441093,1.24697559213531,10.0543976322934,8.78570769219071e-24,1.35946073090001e-21
"ENSG00000051523",264.912737590908,12.5228148021458,1.24625865693972,10.0483272332057,9.34400154066238e-24,1.43658033943107e-21
"ENSG00000189056",544.142218234108,-4.21226118843033,0.41936307752618,-10.0444254970619,9.72124729727596e-24,1.48505984189724e-21
"ENSG00000092969",479.032207025503,3.61094754485715,0.359657930959324,10.0399497245218,1.017259914434e-23,1.54417479669526e-21
"ENSG00000065320",265.132384667937,12.5239007672562,1.24894622124916,10.0275740894033,1.15314946311306e-23,1.73944256121406e-21
"ENSG00000088340",848.695437082417,5.55783940801076,0.55492336338824,10.0155080407424,1.30290763947345e-23,1.9530585515707e-21
"ENSG00000154760",259.217167277956,12.4913797912652,1.24844368060098,10.005561312347,1.44072318631968e-23,2.14623011805535e-21
"ENSG00000260710",255.104964008125,12.4683208368379,1.24908355561965,9.98197500939207,1.8279155804935e-23,2.70621773349111e-21
"ENSG00000143891",180.224239532037,4.99557674905378,0.500997671150784,9.9712574263649,2.0363422792867e-23,2.9962965169578e-21
"ENSG00000152766",256.646489618942,12.4771468997875,1.25282156599319,9.95923700427048,2.29819666549271e-23,3.36097248934008e-21
"ENSG00000196954",250.474025102046,12.4419256844497,1.24975015887453,9.95553038829328,2.38547447635279e-23,3.46746786914215e-21
"ENSG00000276700",249.183466314784,12.4345020963958,1.25046488124769,9.94390348970766,2.68110350378217e-23,3.87371002618745e-21
"ENSG00000157214",249.93856924693,12.4387918031822,1.25101270989546,9.94297796080869,2.70613844828208e-23,3.88646853554476e-21
"ENSG00000176165",6730.42479177225,-14.8055785555015,1.49047598246019,-9.93345664722706,2.97750928521017e-23,4.25074897002861e-21
"ENSG00000151718",489.269649081665,6.20337597120497,0.624749924744728,9.92937449930813,3.10195246580384e-23,4.40220283667688e-21
"ENSG00000132749",248.405362860412,12.4300244796,1.25212775246891,9.92712161765507,3.17282208192685e-23,4.47629204781963e-21
"ENSG00000130830",644.709760068495,3.79291830964044,0.382421135757396,9.91817123843969,3.47056514328629e-23,4.86772130974143e-21
"ENSG00000196167",7059.55815473576,-14.8744471933985,1.50038483766657,-9.91375467145583,3.62751822513908e-23,5.05827890184509e-21
"ENSG00000121236",245.612999203428,12.4137132064689,1.25282966319033,9.9085402997702,3.82188992314214e-23,5.29850912812955e-21
"ENSG00000046604",2327.298217512,9.68146259207785,0.977523378916465,9.90407268091047,3.99660351233533e-23,5.5088815310259e-21
"ENSG00000130958",242.609389463984,12.3958962122822,1.25212510564749,9.89988632635248,4.16748460152241e-23,5.71159718188077e-21
"ENSG00000206190",239.74590354911,12.3787971165993,1.25326645633165,9.87722686908291,5.22590930653601e-23,7.12148913681589e-21
"ENSG00000197497",246.69019121702,12.4200885644879,1.25807891837613,9.87226507262293,5.49104152942681e-23,7.44051638654082e-21
"ENSG00000184584",242.554987424962,12.3956764307189,1.25658168909095,9.86460055747453,5.92698816517408e-23,7.98611708727725e-21
"ENSG00000102870",1085.09190714415,-3.38314859192716,0.343000561212543,-9.86339083518516,5.99885802131791e-23,8.0167923799093e-21
"ENSG00000106078",1091.40406951297,3.91897462040633,0.397337234504781,9.86309431908822,6.01660535516875e-23,8.0167923799093e-21
"ENSG00000148180",1908.60772369146,3.26079895108372,0.331865238704711,9.82567190167551,8.72899756489148e-23,1.15666451710695e-20
"ENSG00000198915",235.723663447246,12.3542757963597,1.25769606524555,9.82294223362114,8.96869340116296e-23,1.18189638754666e-20
"ENSG00000170954",233.830686159129,12.34279662628,1.2568020762041,9.82079585956666,9.16173549344325e-23,1.20073805505324e-20
"ENSG00000099194",12954.3610961262,3.2640247327197,0.332654420722898,9.81205878949867,9.99090223923186e-23,1.30229238753118e-20
"ENSG00000258588",231.734863783118,12.3296913692433,1.25672199485274,9.8109935369501,1.00969467979024e-22,1.30900092973454e-20
"ENSG00000050327",226.497346764033,12.2967327626114,1.25778169694142,9.7765238534745,1.42004062331934e-22,1.83108894138124e-20
"ENSG00000156711",210.884822931193,4.1235286903564,0.423072726813432,9.74661903028981,1.9071422358886e-22,2.44603740029691e-20
"ENSG00000222501",215.269533389799,5.39656754522869,0.555609734006465,9.71287437013459,2.65735542716731e-22,3.3901070513394e-20
"ENSG00000228742",217.913169322771,12.2410605674454,1.2612703965304,9.70534201160916,2.86115121371494e-22,3.63078575183804e-20
"ENSG00000268416",217.971730973943,12.2414795357482,1.26265144878505,9.69505840073856,3.16456584587427e-22,3.99468143407624e-20
"ENSG00000223511",214.968121234498,12.2213817902771,1.26179548770549,9.68570731894204,3.46799592723001e-22,4.35478608998348e-20
"ENSG00000118777",215.02668288567,12.2218073666957,1.26198992745895,9.6845522303848,3.50742066534715e-22,4.38135298112948e-20
"ENSG00000171798",211.634021419039,12.1988026548594,1.2635864806983,9.65410982247764,4.72242754554951e-22,5.86853379546422e-20
"ENSG00000053747",1268.48836744867,5.50554330728595,0.570467992025277,9.65092412589208,4.87147260509481e-22,6.02254633817495e-20
"ENSG00000104312",796.214225043911,3.75506874858366,0.389887276309938,9.63116515143365,5.90559966209458e-22,7.26358473311162e-20
"ENSG00000160392",1101.57391654057,-4.6672665202399,0.485528847925622,-9.6127481202824,7.06380358034598e-22,8.64378903423561e-20
"ENSG00000111262",11436.6193159282,-15.5704503494558,1.62023430264616,-9.60999919828026,7.25495511538689e-22,8.83263164910859e-20
"ENSG00000130477",3421.7263739401,-8.40914325215294,0.875899504733872,-9.60057998286906,7.94958264606541e-22,9.62943384763802e-20
"ENSG00000104689",175.262714150196,5.00658864370733,0.521637079768974,9.59783887664713,8.16381473585589e-22,9.83924284546571e-20
"ENSG00000130707",668.370067426969,5.59813302065223,0.58373934035455,9.59012462180818,8.79786829346897e-22,1.0550403657528e-19
"ENSG00000104611",201.784406403952,12.1300035859535,1.26948139383064,9.55508575777657,1.23481610007199e-21,1.47342434547894e-19
"ENSG00000283791",192.074915213436,12.0589488898942,1.27193072058411,9.48082210354692,2.52287507687385e-21,2.99547702196744e-19
"ENSG00000175591",191.662862964022,12.0558138665483,1.27226091824849,9.47589735220771,2.64477587615231e-21,3.12474406963729e-19
"ENSG00000197249",193.122826401441,12.0668761477788,1.27419049111379,9.47022931966084,2.79230003697811e-21,3.28286882778838e-19
"ENSG00000154065",190.531268911409,12.0473263544045,1.2729794703576,9.4638811032987,2.96720646052399e-21,3.47148681703451e-19
"ENSG00000198538",1003.20939302496,6.77352097161071,0.715774045999428,9.4632112039672,2.9862840920758e-21,3.47684648856049e-19
"ENSG00000088448",1394.21610619492,3.91919379997944,0.414379439500583,9.45798325491949,3.13939544703971e-21,3.63745219332369e-19
"ENSG00000166473",190.125496965355,12.0441694541064,1.27364314314633,9.45647100517749,3.18511517871752e-21,3.6726828099212e-19
"ENSG00000119411",188.588130966688,12.0324303178125,1.27548617663244,9.4336030748532,3.96238688625861e-21,4.54707593684337e-19
"ENSG00000285901",1462.97830256834,-3.6987555253293,0.39234359620614,-9.42733757118836,4.20630026325933e-21,4.80399550066723e-19
"ENSG00000184254",190.801076645042,12.0494950439563,1.28149410569244,9.40269252151222,5.31843257267668e-21,6.04536904374775e-19
"ENSG00000272269",955.114420701662,-4.70670191180865,0.500833490230407,-9.39773797803207,5.57486536573463e-21,6.30696089300846e-19
"ENSG00000119514",545.963645118469,3.60534783370956,0.384238998766395,9.38308668637119,6.40690646498346e-21,7.21423683831753e-19
"ENSG00000091490",551.976862388851,4.31146200713169,0.459793108594523,9.37696091250865,6.79016640572105e-21,7.58919732744772e-19
"ENSG00000170571",182.196019372762,11.9827043073975,1.27791538390993,9.3767587887823,6.80319140010532e-21,7.58919732744772e-19
"ENSG00000134013",1416.74924816189,6.03081429505932,0.643268890940824,9.37526185393304,6.90042715818029e-21,7.66202985934241e-19
"ENSG00000197702",181.765126213272,11.9793900013148,1.27797156953077,9.37375313107572,6.9998191932064e-21,7.73657435621485e-19
"ENSG00000157110",228.634561097268,4.94529505607744,0.527652375580118,9.37225962574398,7.09960294038415e-21,7.81086591386117e-19
"ENSG00000198890",600.553122263557,-4.71079807047586,0.502966039873194,-9.36603606808826,7.53077691986486e-21,8.24740427607483e-19
